crimeRelatedentity		TweetNumber	TweetID	Username	Date	Concept	Latitud	Longitud	Tweet	JoyScore	BadFeelingsScore	Locations mentioned		
assault		86	2.31342633216258E+017	Cincy_Crime	2012-08-03 06:55	Crime	39.1104432	-84.570132	assault on 35xx warsaw av cincinnati oh via part i crime felonious assault	0.176825	0.2582335	cincinnati		
robbery		87	2.25546308608459E+017	Cincy_Crime	2012-07-18 07:03	Crime	39.107182	-84.58861	robbery on 41xx w 8th street cincinnati oh via calls for service robbery	0.201233	0.18611675	cincinnati		
theft		90	2.17949977836659E+017	Cincy_Crime	2012-06-27 07:58	Crime	39.106496	-84.583481	theft on 7xx rosemont avenue cincinnati oh via part i crime theft	0.302399	0.18198175	cincinnati		
burglary		91	2.17949933431554E+017	Cincy_Crime	2012-06-27 07:58	Crime	39.106496	-84.583481	burglary on 7xx rosemont avenue cincinnati oh via part i crime burglary	0.320259	0.1951205	cincinnati		
arson		100	2.15429545103335E+017	Cincy_Crime	2012-06-20 09:03	Crime	39.1074198	-84.681974	arson on 49xx rapid run rd cincinnati oh via calls for service carson covedale pk	0.199106	0.122696			
assault		102	2.50925125573149E+017	Cincy_Crime	2012-09-26 07:49	Crime	39.121002	-84.508381	assault on 21xx auburn avenue cincinnati oh via calls for service assault	0.175449	0.2451995	cincinnati		
burglary		104	2.31342588689531E+017	Cincy_Crime	2012-08-03 06:55	Crime	39.124115	-84.501722	burglary on 23xx reading rd cincinnati oh via part i crime aggravated burglary	0.229778	0.19576825	cincinnati		
burglary		105	2.25546219773104E+017	Cincy_Crime	2012-07-18 07:03	Crime	39.1282034	-84.486101	burglary on 26xx park avenue cincinnati oh via calls for service burglary	0.414792	0.1471185	cincinnati		
burglary		121	2.33184381668315E+017	Cincy_Crime	2012-08-08 08:54	Crime	39.123859	-84.520552	burglary on 22xx wheeler street cincinnati oh via part i crime burglary	0.250039	0.218218	cincinnati		
theft		130	2.31342455734297E+017	Cincy_Crime	2012-08-03 06:55	Crime	39.129774	-84.555577	theft on 18xx fairmount av cincinnati oh via part i crime theft	0.302794	0.17965225	cincinnati		
theft		131	2.28818034305946E+017	Cincy_Crime	2012-07-27 07:44	Crime	39.1282	-84.606473	theft on 54xx glenway avenue cincinnati oh via calls for service theft	0.29018	0.16102625	cincinnati		
assault		132	2.21226131427295E+017	Cincy_Crime	2012-07-06 08:56	Crime	39.1160179	-84.576838	assault on 12xx beech av cincinnati oh via part i crime felonious assault	0.176825	0.2582335			
vandalism		134	2.05266039246819E+017	Cincy_Crime	2012-05-23 07:56	Crime	39.115376	-84.574545	vandalism on 12xx quebec rd cincinnati oh via calls for service vandalism	0.185673	0.1212555	cincinnati		
assault		137	1.72278096584638E+017	Cincy_Crime	2012-02-22 06:14	Crime	39.1289901	-84.589691	assault on 27xx erlene drive cincinnati oh via calls for service fight in progress	0.368032	0.20628825	cincinnati		
theft		145	2.17950110884168E+017	Cincy_Crime	2012-06-27 07:58	Crime	39.14709	-84.43652	theft on 37xx hyde park avenue cincinnati oh via part i crime theft	0.372517	0.15836275	cincinnati		
assault		150	2.48389531672404E+017	Cincy_Crime	2012-09-19 07:54	Crime	39.1445506	-84.469419	assault on clarion avenue montgomery rd cincinnati oh via calls for service assault	0.044666	0.17643825	cincinnati		
burglary		155	1.64667991840145E+017	Cincy_Crime	2012-02-01 06:14	Crime	39.1322418	-84.490566	burglary on 8xx lincoln avenue cincinnati oh via calls for service non residential burg	0.209011	0.19011025	cincinnati		
robbery		163	2.40808343290139E+017	Cincy_Crime	2012-08-29 09:49	Crime	39.138469	-84.495858	robbery on 5xx ridgeway avenue cincinnati oh via calls for service robbery	0.282917	0.1738545	cincinnati		
assault		176	2.3318447022266E+017	Cincy_Crime	2012-08-08 08:54	Crime	39.1501459	-84.561775	assault on 23xx baltimore avenue cincinnati oh via part i crime felonious assault	0.188874	0.25361825	cincinnati		
theft		177	2.31342544561271E+017	Cincy_Crime	2012-08-03 06:55	Crime	39.1409312	-84.581134	theft on 24xx harrison av cincinnati oh via part i crime theft	0.302794	0.17965225	cincinnati		
vandalism		181	2.21226220279431E+017	Cincy_Crime	2012-07-06 08:56	Crime	39.138803	-84.553978	vandalism on 19xx knob ct cincinnati oh via part i crime criminal damaging endangering	0.096408	0.180802	cincinnati		
burglary		192	2.31704569762165E+017	Cincy_Crime	2012-08-04 06:54	Crime	39.157501	-84.424055	burglary on 34xx madison rd cincinnati oh via calls for service burglary	0.207603	0.11311875	cincinnati		
rape		196	1.66919813594223E+017	EMPRYL	2012-02-07 11:22	Crime	39.1654823	-84.42038407	gchild mimi i do it all the time if eye rape was a crime they would ve been locked me up and thrown away the key	0.003999	0.34592275			
assault		202	2.25546175384789E+017	Cincy_Crime	2012-07-18 07:02	Crime	39.14252	-84.487649	assault on 9xx cleveland avenue cincinnati oh via calls for service assault	0.186434	0.23824275	cincinnati		
vandalism		204	2.15429500853424E+017	Cincy_Crime	2012-06-20 09:02	Crime	39.1457435	-84.497534	vandalism on 35xx harvey av cincinnati oh via part i crime criminal damaging endangering	0.147606	0.24768275	cincinnati		
assault		205	2.15429456616112E+017	Cincy_Crime	2012-06-20 09:02	Crime	39.158741	-84.473501	assault on 41xx reading rd cincinnati oh via part i crime felonious assault	0.174196	0.24090275	cincinnati		
theft		211	1.72278088560951E+017	Cincy_Crime	2012-02-22 06:14	Crime	39.125078	-84.504114	theft on 2xx kinsey avenue cincinnati oh via calls for service theft report	0.178903	0.157029	cincinnati		
assault		236	2.08165173540827E+017	Cincy_Crime	2012-05-31 07:56	Crime	39.17913	-84.476559	assault on 12xx rossmore avenue cincinnati oh via calls for service assault	0.175449	0.2451995	cincinnati		
assault		238	1.79873111515214E+017	Cincy_Crime	2012-03-14 06:14	Crime	39.1867348	-84.458965	assault on 62xx joyce lane cincinnati oh via calls for service domestic violence	0.027086	0.31269425	cincinnati		
theft		239	1.74829700982637E+017	Cincy_Crime	2012-02-29 07:13	Crime	39.147808	-84.501116	theft on 3xx forest avenue cincinnati oh via calls for service theft report	0.179726	0.174662	cincinnati		
theft		244	2.28568808657412E+017	cincinnaticrime	2012-07-26 15:13	Crime	39.132101	-84.510379	theft on 28xx glendora av cincinnati oh via part i crime theft	0.302794	0.17965225	cincinnati		
burglary		245	2.28568764050977E+017	cincinnaticrime	2012-07-26 15:13	Crime	39.132123	-84.510703	burglary on 28xx jefferson av cincinnati oh via part i crime burglary	0.315823	0.18668725	cincinnati		
burglary		246	2.28568719742353E+017	cincinnaticrime	2012-07-26 15:13	Crime	39.132101	-84.510379	burglary on 28xx glendora av cincinnati oh via part i crime burglary	0.321165	0.19240175	cincinnati		
theft		247	2.28568674838122E+017	cincinnaticrime	2012-07-26 15:13	Crime	39.174852	-84.516302	theft on 46xx north edgewood av cincinnati oh via part i crime theft	0.257168	0.198375	cincinnati		
assault		248	2.33184426090197E+017	Cincy_Crime	2012-08-08 08:54	Crime	39.1917432	-84.513901	assault on 56xx winneste avenue cincinnati oh via part i crime assault	0.175585	0.26064125	cincinnati		
burglary		254	1.64426063647212E+017	Cincy_Crime	2012-01-31 14:13	Crime	39.1529098	-84.56336	burglary on 24xx baltimore avenue cincinnati oh via calls for service non residential burg	0.218973	0.1902935	cincinnati		
theft		265	1.64426061025788E+017	Cincy_Crime	2012-01-31 14:13	Crime	39.1458141	-84.494161	theft on 6xx forest avenue cincinnati oh via calls for service auto theft or recove	0.269489	0.15978275	cincinnati		
theft		267	2.28126546144154E+017	Cincy_Crime	2012-07-25 09:56	Crime	39.174852	-84.516302	theft on 46xx north edgewood av cincinnati oh via part i crime theft	0.257168	0.198375	cincinnati		
burglary		269	2.17950022078181E+017	Cincy_Crime	2012-06-27 07:58	Crime	39.1897179	-84.517003	burglary on 54xx hebron ct cincinnati oh via part i crime burglary	0.1981	0.13043975	cincinnati		
theft		274	2.28126680445764E+017	Cincy_Crime	2012-07-25 09:56	Crime	39.132101	-84.510379	theft on 28xx glendora av cincinnati oh via part i crime theft	0.302794	0.17965225	cincinnati		
burglary		275	2.2812663594421E+017	Cincy_Crime	2012-07-25 09:56	Crime	39.132123	-84.510703	burglary on 28xx jefferson av cincinnati oh via part i crime burglary	0.315823	0.18668725	cincinnati		
burglary		276	2.28126590746374E+017	Cincy_Crime	2012-07-25 09:56	Crime	39.132101	-84.510379	burglary on 28xx glendora av cincinnati oh via part i crime burglary	0.321165	0.19240175	cincinnati		
assault		281	2.00271407651881E+017	Cincy_Crime	2012-05-09 13:09	Crime	39.1429892	-84.552121	assault on 32xx moosewood avenue cincinnati oh via calls for service assault	0.175449	0.2451995	cincinnati		
burglary		299	1.77366433720832E+017	Cincy_Crime	2012-03-07 07:13	Crime	39.1900782	-84.513952	burglary on 6xx dutch colony drive cincinnati oh via calls for service be in prog jo	0.292495	0.1612115	cincinnati		
burglary		301	1.67219936933065E+017	Cincy_Crime	2012-02-08 07:15	Crime	39.178812	-84.510199	burglary on xx craft street cincinnati oh via calls for service be in prog jo	0.387513	0.16794125	cincinnati		
theft		303	1.64426066977493E+017	Cincy_Crime	2012-01-31 14:13	Crime	39.179147	-84.511305	theft on 1xx craft street cincinnati oh via calls for service theft in prog jo	0.360514	0.1619805	cincinnati		
rape		305	2.55359997934985E+017	lux_glam_chic	2012-10-08 13:32	Crime	39.23104674	-84.52700162	rape is a dumb ass crime who steal pussy when it s so many hoes	0.001809	0.34233925			
rape		315	1.5980307487615E+017	benLSU1500	2012-01-18 20:03	Crime	39.23970413	-84.38284016	what s up in the 901 other than violent crime rape and good ole ogs	0.024981	0.3203795			
rape	harassment	389	2.77905689727353E+017	madisonzahneis	2012-12-09 17:40	 Abuse	39.15599375	-84.64282976	pregnancy periods breast cancer being walked on rape abuse harassment females go through alot they are born stronger than you think	0.008194	0.3347565			
rape	harassment	399	2.8239875885407E+017	KissMy_Annus	2012-12-22 03:14	 Abuse	39.217207	-84.5106959	pregnancy periods breast cancer being walked on rape abuse harassment females go through alot they are born stronger than you think	0.008194	0.3347565			
public intoxication		2557	2.31067223551263E+017	dhill1217	2012-08-02 12:41	Arrest	39.01568202	-84.62995056	pike was not at auburn s fall practice wednesday will not return after being sent home following an arrest on charges of public intoxication	0.033648	0.32404275			
murder		2565	1.7785077713666E+017	45202	2012-03-08 15:18	Arrest	39.109438	-84.488499	arrest made in murder of man found in crashed car in walnut hills via	0.00997	0.3468355	walnut hills		
murder		2566	1.77668898269831E+017	45202	2012-03-08 03:15	Arrest	39.109438	-84.488499	police make arrest in murder that led to car crash via	0.002519	0.3543485			
murder		2567	1.6266076837709E+017	45202	2012-01-26 17:18	Arrest	39.109438	-84.488499	arrest made in december murder of walnut hills man via	0.028205	0.34176275	walnut hills		
murder		2568	1.60456314827452E+017	45202	2012-01-20 15:19	Arrest	39.109438	-84.488499	police make second arrest in murder via	0.005755	0.34687			
murder		2580	2.66880842733875E+017	45238	2012-11-09 07:32	Arrest	39.110006	-84.607442	police arrest westwood murder suspect via	0.001776	0.35448225	westwood		
murder		2595	1.77824007935115E+017	45206	2012-03-08 13:32	Arrest	39.127052	-84.482707	arrest made in murder of man found in crashed car in walnut hills via	0.00997	0.3468355	walnut hills		
murder		2596	1.77668898966082E+017	45206	2012-03-08 03:15	Arrest	39.127052	-84.482707	police make arrest in murder that led to car crash via	0.002519	0.3543485			
murder		2597	1.626607685113E+017	45206	2012-01-26 17:18	Arrest	39.127052	-84.482707	arrest made in december murder of walnut hills man via	0.028205	0.34176275	walnut hills		
murder		2609	1.60429362884252E+017	45219	2012-01-20 13:31	Arrest	39.127564	-84.514489	police make second arrest in murder via	0.005755	0.34687			
murder		2638	1.6770168375595E+017	topix_oh	2012-02-09 15:09	Arrest	39.154934	-84.548429	murder victim s mom on arrest thank you jesus lockland ohio	0.022917	0.32024625			
robbery		2645	2.67001257963696E+017	45213	2012-11-09 15:30	Arrest	39.180009	-84.421456	armor of god leads to robbery arrest via	0.081614	0.3167685			
robbery		2646	2.47667300860318E+017	topix_oh	2012-09-17 08:04	Arrest	39.1862018	-84.3955934	arrest made in silverton gas station robbery silverton ohio	0.048177	0.2059415	silverton	ohio	
murder		2649	2.76823201064047E+017	topix_oh	2012-12-06 17:59	Arrest	39.1890331	-84.4679921	police arrest man for bond hill murder cincinnati ohio	0.010126	0.33098825	cincinnati	ohio	
robbery		2650	2.67001263059767E+017	45237	2012-11-09 15:30	Arrest	39.191907	-84.451057	armor of god leads to robbery arrest via	0.081614	0.3167685			
burglary		2654	1.532720218774E+017	45217	2011-12-31 19:31	Arrest	39.166772	-84.497686	police arrest 2 in toys for tots burglary via	0.081674	0.30897075			
murder		2664	1.6118050575523E+017	45220	2012-01-22 15:16	Arrest	39.147425	-84.520238	police make second arrest in murder via	0.005755	0.34687			
burglary		2665	1.53272023274103E+017	45232	2011-12-31 19:31	Arrest	39.180629	-84.515224	police arrest 2 in toys for tots burglary via	0.081674	0.30897075			
murder		2673	1.91875254359044E+017	SportsGeeks	2012-04-16 09:06	Arrest	39.2286118	-84.3970671	brazil police arrest 3 cannibals for alleged murder of 2 women and eating their flesh in pastries	0.005151	0.33225575	brazil		
theft		2680	1.92394799188427E+017	45215	2012-04-17 19:31	Arrest	39.238097	-84.459697	arrest made in theft of evendale cemetery urns via	0.108064	0.3047395			
theft		2691	1.9233190421162E+017	45241	2012-04-17 15:21	Arrest	39.274287	-84.395428	arrest made in theft of evendale cemetery urns via	0.108064	0.3047395			
arson		2734	1.53543944205124E+017	45230	2012-01-01 13:31	Arson	39.077778	-84.385358	door s frontman jim morrison s former home destroyed in hollywood arson attacks via	0.01792	0.33084425	hollywood		
arson		2735	2.79858217180348E+017	harrison_bigney	2012-12-15 02:59	Arson	39.03482138	-84.49751775	stayed fired up like arson	0.385944	0.18793075			
arson		2736	2.8498268465517E+017	topix_oh	2012-12-29 06:22	Arson	39.1245047	-84.361606	police find newtown arson suspect at hotel cincinnati ohio	0.071357	0.2831835	cincinnati	ohio	newtown
arson		2737	2.07211347132416E+017	yatown_news	2012-05-28 16:46	Arson	39.142503	-84.471285	two arrested for vacant house arson whio dayton montgomeryheights cincinnati oh	0.059666	0.3105825	cincinnati		
arson		2738	1.57516054594204E+017	topix_oh	2012-01-12 12:35	Arson	39.267394	-84.4119762	hillsboro fire declared arson blueash ohio	0.217264	0.179566	hillsboro	ohio	
assault		2741	2.79662569432682E+017	emily_sueee	2012-12-14 14:02	Assault	39.07080711	-84.45024024	there is absolutely no reason an average american citizen needs to own an assault rifle couldn t have said it any better	0.090598	0.22114425			
assault		2742	1.87920324858364E+017	ItsMISSnoncy2U	2012-04-05 11:11	Assault	39.03661206	-84.46785296	april is sexual assault awareness month if someone is doing somethin to u that ur uncomfy with do not be afraid to talk to somebody	0.134255	0.27206			
assault		2743	2.84753201658491E+017	JCraigKY	2012-12-28 15:10	Assault	39.04890102	-84.5100902	so the ff s didn t envision assault weapons w the 2a they also didn t envision the internet when talking about the 1a morons tcot	0.023495	0.33654525			
assault		2745	2.82602502334075E+017	JCraigKY	2012-12-22 16:44	Assault	39.04876241	-84.51032021	molonlabe biiitches this is merica where we have the right to own our guns for our protection assault weapons yes them too guns tcot	0.03585	0.32957175			
assault		2746	2.8227845908086E+017	JCraigKY	2012-12-21 19:16	Assault	39.04879724	-84.51011108	ban ban ban mt i wonder if joe scarborough thinks we need to ban assault desks	0.014013	0.3329985			
assault		2747	2.08867005388952E+017	yatown_news	2012-06-02 06:25	Assault	39.05906	-84.542748	man wanted in assault on lincoln heights officer cincinnati com lookoutheights covington ky	0.059093	0.27329275	lincoln heights		
assault		2749	1.8240952420284E+017	cincinnaticrime	2012-03-21 06:13	Assault	39.089965	-84.568002	assault on 6xx steiner street cincinnati oh via calls for service fight in progress	0.3173	0.22479025	cincinnati		
assault		2750	2.53643246964703E+017	djburke5	2012-10-03 19:50	Assault	39.08952033	-84.61369917	gradeschoolmemories when me and 12 almost gott expelled for assault on another student jonahr	0.034911	0.33404			
assault		2751	2.17631769812414E+017	jjday10	2012-06-26 10:53	Assault	39.0502633	-84.65394357	this was not a conversation it was an assault	0.078494	0.23244725			
assault		2752	2.25235166421979E+017	jenniecarley	2012-07-17 10:27	Assault	39.05557531	-84.6561871	on my way workers at a paris mcd s assault scientist and try to steal his bionic eye	0.127259	0.2948775	paris		
assault		2753	1.5680525169605E+017	45226	2012-01-10 13:30	Assault	39.106323	-84.418373	home builder indicted for assault on neighbor via	0.115407	0.275			
assault		2754	2.34484219718533E+017	DatDudeRG	2012-08-11 22:59	Assault	39.09539899	-84.47724455	chad johnson arrested for domestic assault troublesinparadise	0.016251	0.295127			
assault		2757	1.68094450210443E+017	topix_oh	2012-02-10 17:10	Assault	39.103006	-84.510394	bengals maualuga charged with assault for fight at downtown bar cincinnati ohio	0.03431	0.27533625	cincinnati	ohio	
assault		2758	1.61153891138941E+017	45202	2012-01-22 13:30	Assault	39.109438	-84.488499	the blue green assault on workers via	0.128939	0.2550475			
assault		2759	1.64682497265902E+017	cincinnaticrime	2012-02-01 07:12	Assault	39.111834	-84.518745	assault on 15xx elm street cincinnati oh via calls for service assault in progress	0.352409	0.20219175	cincinnati		
assault		2760	1.6466799480551E+017	Cincy_Crime	2012-02-01 06:14	Assault	39.111834	-84.518745	assault on 15xx elm street cincinnati oh via calls for service assault in progress	0.352409	0.20219175	cincinnati		
assault		2761	2.58392990085685E+017	EMPRYL	2012-10-16 22:24	Assault	39.1114329	-84.52719307	romney just rambling now he talking about fast amp furious candy just said hey you remember when you signed that assault weapons ban	0.015464	0.342776			
assault		2762	1.85487354637713E+017	EMPRYL	2012-03-29 18:03	Assault	39.11145411	-84.52732483	it s gone be an assault on everything i used to believe in this summer i ve progressed to a whole new level of thinking and i m getting it	0.716271	0.091776			
assault		2763	2.60228179720036E+017	BradleyKanter10	2012-10-21 23:56	Assault	39.09440892	-84.63856375	english ocho dat hoe to physically assault a woman with a headbutt	0.040656	0.28855475			
assault		2764	1.94165788830208E+017	yatown_news	2012-04-22 16:48	Assault	39.114156	-84.30694	former councilman not guilty of assault cincinnati com mountcarmelheights cincinnati oh	0.119413	0.1765115			
assault		2765	1.9659698897068E+017	EMPRYL	2012-04-29 09:49	Assault	39.11530507	-84.51931552	alright enough of my assault on the fakeness excuse me for not saying good morning muthafuckas samuel l jackson voice	0.309579	0.21048975			
assault		2768	1.68163131292533E+017	NEGDIRP	2012-02-10 21:43	Assault	39.12787536	-84.52427787	rey maualuga is formally charged with misdemeanor assault enough is enough c mon man	0.119408	0.2549325			
assault		2769	2.68216094743994E+017	CClassCClown	2012-11-12 23:57	Assault	39.1273909	-84.550247	9thgrade i went to jail for assault on an officer and disorderly conduct	0.021244	0.320892			
assault		2770	1.72292227614249E+017	cincinnaticrime	2012-02-22 07:10	Assault	39.1289901	-84.589691	assault on 27xx erlene drive cincinnati oh via calls for service fight in progress	0.368032	0.20628825	cincinnati		
assault		2771	1.71301792934666E+017	MrsJustice_No9	2012-02-19 13:35	Assault	39.1309972	-84.5816337	in love anger never escalates to serious physical violence it then becomes assault	0.397604	0.18973			
assault		2772	2.50419101086912E+017	LoganM_UC	2012-09-24 22:19	Assault	39.13114529	-84.62765111	not good that there was a sexual assault in calhoun garage today and i park there	0.171984	0.23239675	calhoun garage		
assault		2773	2.64355703345517E+017	SameLandis	2012-11-02 09:18	Assault	39.13904506	-84.42892745	he finna get assault suspension to amp all that one dumb stuff on his record dummy	0.079124	0.29046725			
assault		2774	2.30714479862743E+017	FreedomRedux	2012-08-01 13:19	Assault	39.1435838	-84.4028575	illinois governor enters gun debate by calling for assault weapon ban sent via the fox news android app	0.013442	0.33921625	illinois		
assault		2775	1.56805248294453E+017	45208	2012-01-10 13:30	Assault	39.13687	-84.434934	home builder indicted for assault on neighbor via	0.115407	0.275			
assault		2776	2.7255349439171E+017	morethanafolan1	2012-11-24 23:13	Assault	39.15203069	-84.46027589	that was assault	0	0.465517			
assault		2777	2.60366522034319E+017	_TalmBoutWillis	2012-10-22 09:06	Assault	39.13896816	-84.48620665	na i m not gone put them paws on em i m gona let words hurt him instead verbal assault	0.042276	0.30003075			
assault		2778	1.59549446768706E+017	45207	2012-01-18 03:15	Assault	39.14538	-84.468998	xavier coming under fire for handling of sexual assault case via	0.077713	0.28474075			
assault		2779	2.61111347809497E+017	AWeeGlaswegian	2012-10-24 10:26	Assault	39.1461123	-84.4817503	keep finding new bruises every time i stand up wtf rugby assault amp battery	0.146301	0.2926675			
assault		2780	2.30474991274193E+017	My_Bird_Tweets	2012-07-31 21:28	Assault	39.14380716	-84.50464726	blackjeopardy what female rapper was charged with assault in a nail salon what is foxxy brown	0.238701	0.225133			
assault		2781	1.96049637159879E+017	Nate_Davison	2012-04-27 21:34	Assault	39.13759977	-84.50208842	one of the players on my fantasy baseball team was arrested for assault shouldn t i get extra points for that mlb	0.02617	0.30694525			
assault		2783	1.72167975456096E+017	ATLANTAxFALCON	2012-02-21 22:56	Assault	39.15290679	-84.46793682	hey assholes in stones please fight me i m defending my friends here go ahead assault me and get 5 years in prison fucking pricks	0.007835	0.329774			
assault		2784	1.59549447204897E+017	45229	2012-01-18 03:15	Assault	39.153504	-84.485512	xavier coming under fire for handling of sexual assault case via	0.077713	0.28474075			
assault		2785	1.61483853331042E+017	ChlosterSays	2012-01-23 11:22	Assault	39.1445317	-84.5370555	8 i don t tolerate anyone acting rudely to my friends i will verbally assault you and you will hate your life 30thingsaboutme	0.049779	0.32590875			
assault		2786	2.68425530011951E+017	Dr0ck	2012-11-13 13:50	Assault	39.1739072	-84.5024067	fully agree with you about assault weapons just cuz things are dangerous mean we need gov hand holding	0.126381	0.2941875			
assault		2787	1.79887674822377E+017	cincinnaticrime	2012-03-14 07:12	Assault	39.1867348	-84.458965	assault on 62xx joyce lane cincinnati oh via calls for service domestic violence	0.027086	0.31269425	cincinnati		
murder	assault	2788	2.1360295892183E+017	AIRWICK_FRESH	2012-06-15 08:04	Assault	39.1854528	-84.5675002	they over there gettin away wit murder but let us get a lil punk ass assault they ready to lock us up and throw away tha key	0.008315	0.3457545			
assault	murder	2789	2.53672655318835E+017	IAMJAY_BAF	2012-10-03 21:47	Assault	39.18691952	-84.58445697	if i go down trust me it s not for falonius assault it s for capital murder hahhaha rns	0.036232	0.3213115			
assault		2790	2.58389695266963E+017	PatIsPolitical	2012-10-16 22:11	Assault	39.19672313	-84.3675055	obama just admitted to lying about libya he was on the phone during the assault and still said it was a riot debate2012 usa	0.008026	0.343933	libya		
assault		2791	2.24296433656922E+017	BernLundquist	2012-07-14 20:16	Assault	39.19610823	-84.62573407	suck on that stl i had to refrain myself from committing assault and battery on some ridiculous cards fans shut up you are the away team	0.002387	0.33675775			
assault		2792	2.83976141939814E+017	SamuelFicke	2012-12-26 11:42	Assault	39.23437	-84.42006	you know you re in the south when the only magazines on the counter are assault rifle combat and smith and wesson	0.117993	0.197706			
assault		2793	2.58307106661364E+017	carriesample	2012-10-16 16:43	Assault	39.22365476	-84.57132395	we finally convicted him of criminal trespass amp assault a few wks ago so i know about not getting out much ghosting	0.181934	0.2725245			
assault		2794	2.8080341726437E+017	dellarucker	2012-12-17 17:35	Assault	39.2506254	-84.4104973	rt peters entirely possible to staunchly support 2nd amendment and simultaneously be aghast at private assault weapon ownership	0.146557	0.27548125			
assault		2795	2.08384614090289E+017	topix_oh	2012-05-31 22:28	Assault	39.2455566	-84.4632518	man wanted in assault on lincoln heights officer lincolnheights ohio	0.047425	0.29798475	lincoln heights		
assault		2796	2.35409750169362E+017	halfiepride	2012-08-14 12:17	Assault	39.2536136	-84.5889893	the rabid pirate ninja uteran assault with rusty spoons is starting to calm dow firstworldladytroubles	0.471511	0.12431175			
assault		2797	2.28897705949278E+017	NaRdSaUcE_x2	2012-07-27 13:00	Assault	39.2536568	-84.6014663	almost had to grab me an assault weapon	0.030458	0.3375525			
assault		2798	1.95747130181288E+017	45251	2012-04-27 01:32	Assault	39.267861	-84.601273	bengal s assault case dropped after mediation deal reached	0.013788	0.20839725	bengal		
extortion		5017	2.55629444969013E+017	DesireeSlaten	2012-10-09 07:23	Blackmail	39.23654197	-84.54884605	blackmail is such an ugly word i prefer extortion the x makes it sound better	0.195993	0.22496775			
bribery		5120	2.76861648910811E+017	MommaKeil	2012-12-06 20:32	Bribery	39.2143137	-84.6257009	bribery work lol	0.563775	0.10243425			
school bullying		5135	1.58295465287369E+017	BrittanyMaeByrd	2012-01-14 16:12	Bullying	39.09122866	-84.31900713	don t tweet about how high school bullying sucks and then make fun of other people growup youaretheproblem	0.233991	0.2599575			
burglary		5183	2.79323688883597E+017	topix_oh	2012-12-13 15:35	Burglary	39.090153	-84.3859662	shots fired during mt washington burglary attempt cincinnati ohio	0.118837	0.25399275	cincinnati	ohio	mt washington
burglary		5184	1.56112093660189E+017	topix_ky	2012-01-08 15:36	Burglary	39.047123	-84.501669	church members pray after burglary latonia kentucky	0.054024	0.29492775	kentucky		
burglary		5185	2.45222656276853E+017	topix_ky	2012-09-10 14:10	Burglary	39.055001	-84.563134	robertson county burglary covington kentucky	0.184942	0.104166	robertson county	kentucky	
burglary		5186	1.79887677720637E+017	cincinnaticrime	2012-03-14 07:12	Burglary	39.1011652	-84.51294	burglary on 5xx vine street cincinnati oh via calls for service non residential burg	0.157152	0.24834275	cincinnati		
burglary		5187	1.99470001017725E+017	EMPRYL	2012-05-07 08:05	Burglary	39.10531118	-84.51909263	what2chainzwouldsay nigga acting like they never heard of me i cut more white chicks than surgery they stealing my style thats burglary	0.030433	0.3086915			
